Isracard: אטרקציות,1. חמי געש,1+1 ברכישת כרטיס כניסה במחיר מלא בקופות אתר ''חמי געש''
Isracard: אטרקציות,2. היכל הקרח ICE PEAKS,1+1 לכרטיס להיכל הקרח ICE PEAKS בחולון
Isracard: אטרקציות,3. רשת משחקיות פעלטון,כרטיס כניסה 1+1 לרשת משחקיות פעלטון
Isracard: אטרקציות,4. רפטינג נהר הירדן,1+1 לשייט+אומגה ברפטינג נהר הירדן
Isracard: אטרקציות,5. לעוף על המים,1+1 בקניית כרטיס לשייט אקסטרים
Isracard: אטרקציות,6. מעלית הזמן בירושלים,1+1 לכרטיס   למעלית הזמן בירושלים
Isracard: אטרקציות,7. בשביל המעיינות,1+1 בשכירת אופניים לטיול של שלוש שעות בפארק המעיינות
Isracard: אטרקציות,8. קיפצובה,"כרטיס 1+1 ל""קיפצובה"""
Isracard: אטרקציות,9. צוק מנרה,1+1 לכרטיס כניסה לרכבל בצוק מנרה
Isracard: אטרקציות,10. מקלט הקופים הישראלי,1+1 למקלט הקופים הישראלי
Isracard: אטרקציות,11. מוזיאון המדע מדעטק,1+1 לכרטיס למוזיאון המדע המרתק מדעטק
Isracard: אטרקציות,12. אקשן פארק,1+1 לכרטיס לאקשן פארק
Isracard: אטרקציות,13. מרכז קנדה,"1+1 על כרטיס משולב להחלקה על הקרח + בריכה, השני חינם"
Isracard: אטרקציות,14. דבורת התבור,1+1 לכרטיס לדבורת התבור
Isracard: אטרקציות,15. הדב הלבן,1+1 בקניית כרטיס ילד כרטיס מבוגר חינם
Isracard: אטרקציות,16. חי כיף ראשון לציון,"1+1 לכרטיס לגן החיות ""חי - כיף"""
Isracard: אטרקציות,17. מיני ישראל,כרטיס 1+1 למיני ישראל
Isracard: אטרקציות,18. הקרקס החקלאי,כרטיס 1+1 בקרקס החקלאי
Isracard: אטרקציות,19. הגונדולייר פארק רעננה,כרטיס משולב שייט בספינה וסיור ברכבת פארק רעננה 1+1
Isracard: אטרקציות,20. רכבת הגונדולייר פארק הרצליה,1+1 לסיור זוגי ברכבת השעשועים בפארק הרצליה
Isracard: אטרקציות,21. עמותת טכנודע מדעת,כניסה לפארק ומוזיאון המדע בטכנודע חדרה 1+1
Isracard: אטרקציות,22. ימית ספארק המים,1+1 לכרטיס לימית ספארק המים
Isracard: אטרקציות,23. מעיינות חמי טבריה,1+1 בקניית כרטיס כניסה במעיינות חמי טבריה
Isracard: אטרקציות,24. מרכז קנדה,"1+1 על כרטיס להחלקה על הקרח, השני חינם"
Isracard: אטרקציות,25. קייקי מעין הגושרים,"1+1 לכרטיס ל""קייקי מעין הגושרים"""
Isracard: אטרקציות,26. מצנחי הים האדום,1+1 לכרטיס למצנחי הים האדום - בננה
Isracard: אטרקציות,27. ספירל פארק,1+1 לכרטיס לספירל פארק לקרוסלה משוגעת
Isracard: אטרקציות,28. לגן החיות הלימודי,כרטיס 1+1 לגן החיות הלימודי
Isracard: אטרקציות,29. בית האיכר,"כרטיס 1+1 ל""בית האיכר"""
Isracard: אטרקציות,30. דרך העץ,כרטיס כניסה חינם למבוגר ברכישת כרטיס ילד במחיר מלא
Isracard: אטרקציות,31. פארק השעשועים באלגן,"כרטיס מבוגר חינם ברכישת כרטיס לילד במחיר מלא, לפארק השעשועים באלגן"
Isracard: אטרקציות,32. מצנחי הים האדום,1+1 לכרטיס למצנחי הים האדום - אבוב בישיבה
Isracard: אטרקציות,33. מצנחי הים האדום,1+1 לכרטיס למצנחי הים האדום - אבוב בשכיבה
Isracard: אטרקציות,34. החווה של חוה,"כרטיס מבוגר חינם, בקניית כרטיס ילד במחיר מלא"
Isracard: אטרקציות,35. ספירל פארק,1+1 לכרטיס לספירל פארק למגדל נפילה
Isracard: אטרקציות,36. ספירל פארק,1+1 לכרטיס לספירל פארק לקרוסלת סוסים
Isracard: אטרקציות,37. חוף חנניה אילת,1+1 לכרטיס לשייט ביאכטת פרדייז + ארוחה בחוף חנניה באילת
Isracard: אטרקציות,38. חוף חנניה אילת,1+1 לכרטיס למצלול ז'ול ורן בחוף חנניה באילת
Isracard: אטרקציות,39. מרינה דייורס,1+1 למרינה דייורס (שנירקול מודרך) באילת
Isracard: אטרקציות,40. רפטינג נהר הירדן,1+1 לפיינטבול ברפטינג נהר הירדן
Isracard: אטרקציות,41. בוטיק השוקולד דה קרינה,"כרטיס 1+1 ברכישת כרטיס למבוגר, כרטיס לילד חינם בבוטיק השוקולד דה קרינה"
Isracard: אטרקציות,42. מרכז הרצל,"1+1 בקניית כרטיס מבוגר, ילד במתנה במרכז הרצל"
Isracard: עיצוב ומוצרים לבית,43. פרגולנד,משלוח חינם ברכישת גגון גשם או סוכך זרועות אירופאי ממונע
Isracard: עיצוב ומוצרים לבית,44. MOOKI,ערכת קריוקי מקצועית רק ב- 199 ₪ במקום 359 ₪
Isracard: עיצוב ומוצרים לבית,45. קרמיק דיפו,"ברז מפואר ואיכותי (7 שנות אחריות) במתנה, בקניית ארון אמבטיה בצבע אפוקסי"
Isracard: עיצוב ומוצרים לבית,46. אמריקן קומפורט,מכשיר עיסוי מפנק לכפות הרגליים במחיר מיוחד 790 ₪ במקום 999 ₪!
Isracard: עיצוב ומוצרים לבית,47. MOOKI,מסחטה לפירות וירקות קשים ב- 328 ₪ במקום 899 ₪
Isracard: עיצוב ומוצרים לבית,48. yes,מצטרפים ל- yes ונהנים מהתקנה ללא תשלום  (הנחה בשווי 99 ₪)
Isracard: עיצוב ומוצרים לבית,49. שטראוס מים,ברי המים תמי4 במחיר משתלם במיוחד בשבילכם
Isracard: עיצוב ומוצרים לבית,50. AliExpress,5$ החזר כספי בקניה   ב- 15$ ומעלה   ב- 11.11 באתר AliExpress
Isracard: עוד הפתעות,51. BringBring,60 ₪ מתנה לרכישה באתר BringBring סופרמרקט אונליין
Isracard: עוד הפתעות,52. גרייט שייפ,7 כניסות חינם ברצף למועדון הכושר בחודש
Isracard: עוד הפתעות,53. MyBabyGift,10% הנחה ברכישה באתר MyBabyGift
Isracard: עוד הפתעות,54. רוזן ומינץ,אופני דחיפה (צעידה) VISION ב-129 ₪ במקום 300 ₪
Isracard: עוד הפתעות,55. מועדון הכדורסל מכבי ת''א,גיפט כארד מפנק של DREAM CARD במתנה! ברכישת מנוי למועדון הכדורסל מכבי FOX ת''א
Isracard: עוד הפתעות,56. MOOKI,סוללת חירום 8000mAH להתנעת הרכב MIRACASE ב- 189 ₪ במקום 299 ₪
Isracard: עוד הפתעות,57. MOOKI,ערכת קריוקי מקצועית רק ב- 199 ₪ במקום 359 ₪
Isracard: עוד הפתעות,58. תיק ותיק,מזוודת טרולי איכותית למטוס ב-179 ₪ בלבד
Isracard: עוד הפתעות,59. ריקושט,תיק למחשב נייד/טאבלט דגם TUFAN  של MARCO POLO   ב- 205 ₪ במקום 319 ₪
Isracard: עוד הפתעות,60. אמריקן קומפורט,מכשיר עיסוי מפנק לכפות הרגליים במחיר מיוחד 790 ₪ במקום 999 ₪!
Isracard: עוד הפתעות,61. MOOKI,מסחטה לפירות וירקות קשים ב- 328 ₪ במקום 899 ₪
Isracard: עוד הפתעות,62. yes,מצטרפים ל- yes ונהנים מהתקנה ללא תשלום  (הנחה בשווי 99 ₪)
Isracard: עוד הפתעות,63. AliExpress,5$ החזר כספי בקניה   ב- 15$ ומעלה   ב- 11.11 באתר AliExpress
Isracard: עוד הפתעות,64. המנטור אלון אולמן,כרטיס זוגי ב- 147 ₪ להרצאה המבוקשת עם המנטור אלון אולמן
Isracard: אופנה,65. אתר ג'ייד,בלעדי באתר ג'ייד - כל האתר ללא מע''מ וגם סומק במתנה!
Isracard: אופנה,66. דפנה לוינסון HDL ו- SO SIMPLE,2 חולצות ב- 100 ₪ במכירת העודפים של דפנה לוינסון ו- so simple
Isracard: אופנה,67. MAELYS,25% הנחה על כל אתר מאליס MAELYS קוסמטיקה
Isracard: אופנה,68. AliExpress,5$ החזר כספי בקניה   ב- 15$ ומעלה   ב- 11.11 באתר AliExpress
Isracard: אוכל,69. BringBring,60 ₪ מתנה לרכישה באתר BringBring סופרמרקט אונליין
Isracard: אוכל,70. דוריס קצבים,בקבוק יין הבית במתנה! בקניה מעל 200 ₪ במסעדות דוריס קצבים
Isracard: אוכל,71. מסעדת הבשרית שליד,ארוחת המבורגר כולל צ'יפס ושתיה ב-45 ₪ במקום ב-75 ₪ במסעדת הבשרית שליד
Isracard: אוכל,72. מסעדת פינגויין,1+1 על ארוחות הבוקר במסעדת פינגויין
Isracard: אוכל,73. מסעדת אנטריקוטי,קינוח ו-2 כוסות יין במתנה! בקניית ארוחת ערב מלאה במסעדת אנטריקוטי
Isracard: אוכל,74. מייקס פלייס,בירה במתנה בקניה מתפריט הכריכים המיוחדים במייקס פלייס בין השעות 22:00-18:00
Isracard: אוכל,75. רסטו,15% הנחה על מגוון התפריט במסעדת Resto החל מהשעה 19:00
Isracard: אוכל,76. מסעדת ג'קו,ארוחה זוגית מלאה ב-199 ₪ במקום 289 ₪ במסעדת ג'קו
Isracard: אוכל,77. מסעדת צנעני,מסעדת צנעני - ארוחה זוגית ב- 159 ₪ במקום ב- 216 ₪
Isracard: אוכל,78. מסעדת מורגנפלד,מסעדת מורגנפלד - קינוח מתנה בקניית ארוחה מלאה
Isracard: אוכל,79. רוזליה,רוזליה - קפה וסופלה מתנה בהזמנת מנה מהתפריט
Isracard: אוכל,80. מסעדת השכן,מסעדת השכן - כוס יין הבית מתנה בהזמנת מנה עיקרית
Isracard: אוכל,81. מסעדת Milagro,מסעדת Milagro - ארוחה זוגית ב-99 ₪ במקום ב-154 ₪
Isracard: אוכל,82. סטקייה בכפר,סטקייה בכפר - קינוח מתנה בקניית זוג עיקריות
Isracard: אוכל,83. מסעדת צוקים,מסעדת צוקים - 12% הנחה על מגוון המנות העיקריות
Isracard: אוכל,84. מסעדת הדייגים הכשרה,מסעדת הדייגים - בקבוק יין מתנה בקניית ארוחה מלאה
Isracard: אוכל,85. מסעדת אלומה,מסעדת אלומה - 10% הנחה על כל התפריט
Isracard: אוכל,86. בוטיק השוקולד דה קרינה,"כרטיס 1+1 ברכישת כרטיס למבוגר, כרטיס לילד חינם בבוטיק השוקולד דה קרינה"
Isracard: הורים וילדים,87. היכל הקרח ICE PEAKS,1+1 לכרטיס להיכל הקרח ICE PEAKS בחולון
Isracard: הורים וילדים,88. אנני המחזמר,כרטיס 1+1 לאנני המחזמר
Isracard: הורים וילדים,89. תיאטרון אורנה פורת,כרטיס ב-55 ₪ במקום 75 ₪ להצגה ''שועלון מחפש חברים''
Isracard: הורים וילדים,90. תיאטרון אורנה פורת,כרטיס ב-55 ₪ במקום 75 ₪ להצגה ''שקשוקה ושוד הלימונים הגדול''
Isracard: הורים וילדים,91. תיאטרון אורנה פורת,כרטיס ב-35 ₪ במקום 45 ₪ להצגה ''צוציקים''
Isracard: הורים וילדים,92. תיאטרון אורנה פורת,כרטיס ב-35 ₪ במקום 45 ₪ להצגה ''בלונים''
Isracard: הורים וילדים,93. אתר התיירות גוליבר,"30$ הנחה בהזמנת חופשה לחו""ל באתר גוליבר"
Isracard: הורים וילדים,94. רשת משחקיות פעלטון,כרטיס כניסה 1+1 לרשת משחקיות פעלטון
Isracard: הורים וילדים,95. תיאטרון אורנה פורת,כרטיס ב-50 ₪ במקום 60 ₪ להצגה עכבר העיר ועכבר השדה
Isracard: הורים וילדים,96. גוליבר,גוליבר - כרטיס 1 + 1
Isracard: הורים וילדים,97. רפטינג נהר הירדן,1+1 לשייט+אומגה ברפטינג נהר הירדן
Isracard: הורים וילדים,98. לעוף על המים,1+1 בקניית כרטיס לשייט אקסטרים
Isracard: הורים וילדים,99. מעלית הזמן בירושלים,1+1 לכרטיס   למעלית הזמן בירושלים
Isracard: הורים וילדים,100. בשביל המעיינות,1+1 בשכירת אופניים לטיול של שלוש שעות בפארק המעיינות
Isracard: הורים וילדים,101. תיאטרון אורנה פורת,כרטיס ב-55 ₪ במקום 75 ₪ להצגה טרופותי
Isracard: הורים וילדים,102. רוח התיאטרון - תיאטרון גשר,1+1 מהמחיר המלא לכל דרגות המחיר להצגת ''רוח התיאטרון''
Isracard: הורים וילדים,103. קיפצובה,"כרטיס 1+1 ל""קיפצובה"""
Isracard: הורים וילדים,104. צוק מנרה,1+1 לכרטיס כניסה לרכבל בצוק מנרה
Isracard: הורים וילדים,105. מקלט הקופים הישראלי,1+1 למקלט הקופים הישראלי
Isracard: הורים וילדים,106. מוזיאון המדע מדעטק,1+1 לכרטיס למוזיאון המדע המרתק מדעטק
Isracard: הורים וילדים,107. אקשן פארק,1+1 לכרטיס לאקשן פארק
Isracard: הורים וילדים,108. מרכז קנדה,"1+1 על כרטיס משולב להחלקה על הקרח + בריכה, השני חינם"
Isracard: הורים וילדים,109. דבורת התבור,1+1 לכרטיס לדבורת התבור
Isracard: הורים וילדים,110. הדב הלבן,1+1 בקניית כרטיס ילד כרטיס מבוגר חינם
Isracard: הורים וילדים,111. חי כיף ראשון לציון,"1+1 לכרטיס לגן החיות ""חי - כיף"""
Isracard: הורים וילדים,112. MyBabyGift,10% הנחה ברכישה באתר MyBabyGift
Isracard: הורים וילדים,113. רוזן ומינץ,אופני דחיפה (צעידה) VISION ב-129 ₪ במקום 300 ₪
Isracard: הורים וילדים,114. MOOKI,מסחטה לפירות וירקות קשים ב- 328 ₪ במקום 899 ₪
Isracard: הורים וילדים,115. AliExpress,5$ החזר כספי בקניה   ב- 15$ ומעלה   ב- 11.11 באתר AliExpress
Isracard: הורים וילדים,116. מיני ישראל,כרטיס 1+1 למיני ישראל
Isracard: הורים וילדים,117. אביבים הפצות,מארז כרטיסיות משחק לימודיות לגילאי 7-5 ב- 99 ₪
Isracard: הורים וילדים,118. אביבים הפצות,מארז כרטיסיות משחק לימודיות לגילאי 3-6 רק ב- 99 ₪
Isracard: הורים וילדים,119. היה היה היסטוריה,מארז הכולל 5 תקליטורי DVD היה היה היסטוריה ב- 112 ₪
Isracard: הורים וילדים,120. הסוד של מיה,מנוי לשנה ב- 145 ₪ לאתר המשחקים והלמידה לגילאי 3-7
Isracard: הורים וילדים,121. התיאטרון שלנו,''התיאטרון שלנו'' - כרטיס שני להצגה ב-50% הנחה
Isracard: הורים וילדים,122. הקרקס החקלאי,כרטיס 1+1 בקרקס החקלאי
Isracard: הורים וילדים,123. הגונדולייר פארק רעננה,כרטיס משולב שייט בספינה וסיור ברכבת פארק רעננה 1+1
Isracard: הורים וילדים,124. אביבים הפצות,חשיבה המצאתית - מארז לומדות של קומפדיה ב- 89 ₪
Isracard: הורים וילדים,125. אביבים הפצות,אתגרי חשיבה מרתקים - מארז לומדות של קומפדיה ב- 89 ₪
Isracard: הורים וילדים,126. אביבים הפצות,הפנתר הורוד - מארז לומדות של קומפדיה ב- 89 ₪
Isracard: הורים וילדים,127. אביבים הפצות,חוברות לימוד חדשות ''פשוט ללמוד'' במיוחד לגילאי 7 - 10 ב- 75 ₪
Isracard: הורים וילדים,128. אביבים הפצות,חוברות לימוד חדשות ''פשוט ללמוד'' במיוחד לגילאי 5 - 7 ב- 75 ₪
Isracard: הורים וילדים,129. אביבים הפצות,חגיגה של משחקים - מארז לומדות של קומפדיה ב- 89 ₪
Isracard: הורים וילדים,130. אביבים הפצות,סיפורי הילדים הגדולים בכל הזמנים ב- 78 ₪
Isracard: הורים וילדים,131. אביבים הפצות,''פצפונים'' - מארז הכולל  10 די.וי.די לפעוטות וילדי הגן ב- 158 ₪
Isracard: הורים וילדים,132. אביבים הפצות,שירי הילדים הגדולים בכל הזמנים ב- 78 ₪
Isracard: הורים וילדים,133. אביבים הפצות,שירי החגים הגדולים בכל הזמנים - מארז תקליטורי CD לילדים ב- 78 ₪
Isracard: הורים וילדים,134. רכבת הגונדולייר פארק הרצליה,1+1 לסיור זוגי ברכבת השעשועים בפארק הרצליה
Isracard: הורים וילדים,135. עמותת טכנודע מדעת,כניסה לפארק ומוזיאון המדע בטכנודע חדרה 1+1
Isracard: הורים וילדים,136. יומולדת למולדת עם סבא טוביה,כרטיס 1+1 ליומולדת למולדת עם סבא טוביה
Isracard: הורים וילדים,137. ברבאבא,''ברבאבא'' - מארז ספרים חדש ב-125 ₪
Isracard: הורים וילדים,138. גאוני הטריויה,גאוני הטריויה - משחקי טריוויה לילדים - מארז לגילאי 3 - 6  ב- 95 ₪
Isracard: הורים וילדים,139. משחקי טריוויה לילדים,גאוני הטריויה - משחקי טריוויה לילדים - מארז לגילאי 6 - 10  ב- 95 ₪
Isracard: הורים וילדים,140. 3 מארזים של שירי הילדים,אוסף הילדים המושלם  כולל 3 מארזים ב-199 ₪
Isracard: הורים וילדים,141. חנה'לה ושמלת השבת,זוג כרטיסים ב- 119 ש''ח להצגה חנהל'ה ושמלת השבת
Isracard: הורים וילדים,142. ''הרפתקאות דוד אריה והמכשפה חמתותה'',כרטיס 1+1  למופע ''הרפתקאות דוד אריה והמכשפה חמתותה''
Isracard: הורים וילדים,143. אביבים הפצות,פישר פרייס - מארז ערכות פעילות לילדים רק ב- 89 ₪
Isracard: הורים וילדים,144. 3 ספרי משחק לילדים,מארז של 3 ספרי משחק  לילדים ! ב- 125 ₪
Isracard: הורים וילדים,145. מארז פעילות ספיידרמן,ספיידרמן - מארז פעילויות חדש ! ב- 65 ₪
Isracard: הורים וילדים,146. סבתא בישלה דייסה + המטריה הגדולה של אבא,מארז מיוחד של 2 ספרים רק ב- 89 ₪
Isracard: הורים וילדים,147. ,יוצרים בפלסטלינה - מארז ערכות משחק ויצירה לילדים ב- 95 ₪
Isracard: הורים וילדים,148. מספרים חיות צורות ואותיות זה כייף,4 ספרי משחק בצרוף טוש ודפים מחיקים רק  119 ₪
Isracard: הורים וילדים,149. משחקים ולומדים עם איתמר,משחקים ולומדים עם איתמר - קומפדיה רק 165 ₪
Isracard: הורים וילדים,150. מאה מילים ומאה חיות,מאה מילים ומאה חיות - מארז 2 ספרים קשיחים לילדים ב- 75 ₪
Isracard: הורים וילדים,151. ויראליטי,1+1 לשעת משחק ליחיד ב''ויראליטי'' רק 130 ₪ לזוג
Isracard: הורים וילדים,152. גאוני - מארז משחקי מגנט ללימוד אנגלית חלק א',גאוני - מארז משחקי מגנט ללימוד אנגלית - חלק א' ב- 129 ₪
Isracard: הורים וילדים,153. גאוני - מארז קלפי משחק להעשרת שפה וידע,גאוני - מארז קלפי משחק להעשרת שפה וידע רק ב- 95 ₪
Isracard: הורים וילדים,154. גאוני - מארז משחקי התאמה ללימוד אנגלית - חלק ב,גאוני - מארז משחקי התאמה ללימוד אנגלית - חלק ב רק ב- 125 ₪
Isracard: הורים וילדים,155. החיה וביתה - מארז משחקי התאמה מגנטיים,החיה וביתה - מארז משחקי התאמה מגנטיים ב- 114 ₪
Isracard: הורים וילדים,156. משחקי התאמה מגנטיים - פשוט בדרכים + השעון שלי,משחקי התאמה מגנטיים - פשוט בדרכים + השעון שלי ב- 114 ₪
Isracard: הורים וילדים,157. גאוני - דומינו צורה וצבע + אני ועבודתי,גאוני - דומינו צורה וצבע + אני ועבודתי ב- 114 ₪
Isracard: הורים וילדים,158. 100 מילים ראשונות,100 מילים ראשונות מארז של 4 ספרי ילדים קשיחים ב- 118 ₪
Isracard: הורים וילדים,159. גאוני - פשוט לאיית א-ת חלק ב' + רביעיות א-ת,גאוני - פשוט לאיית א-ת חלק ב' + רביעיות א-ת רק ב- 105 ₪
Isracard: הורים וילדים,160. מארז משחקי מגנט ללימוד אותיות ומספרים,מארז משחקי מגנט ללימוד אותיות ומספרים ב- 115 ₪
Isracard: הורים וילדים,161. ספרי פאזל חדשים לילדים - מארז של 4 ספרים קשיחים,ספרי פאזל חדשים לילדים - מארז של 4 ספרים קשיחים  ב- 99 ₪
Isracard: הורים וילדים,162. גאוני - פשוט להתלבש + פשוט לקשור,גאוני - פשוט להתלבש + פשוט לקשור ב- 114 ₪
Isracard: הורים וילדים,163. ''הדחליל סבא אליעזר והגזר'',כרטיס ב-49 ₪ במקום 99 ₪ להצגת הילדים ''הדחליל סבא אליעזר והגזר''!
